Kategorija,id,Naslov,Ogledi,Glasovi,Število odgovorov,Ima sprejet odgovor,Avtor,Čas objave
unanswered,1494184,Evaluate $\sum\limits_{n=0}^\infty\frac{4^n}{(2^{2^{n}}+1)^2}$,198,7,0,False,Bless,"Oct 24, 2015 at 8:44"
unanswered,1492936,Perfect Prime $4D$-Cube,198,7,0,False,Oleg567,"Jun 9, 2021 at 7:52"
unanswered,1491886,Condition for a complex vector bundle to be holomorphic?,787,7,0,False,,"Oct 25, 2015 at 17:31"
unanswered,1490229,Proving that the given map has the path lifting property,314,7,0,False,R_D,"Oct 22, 2015 at 4:31"
unanswered,1489839,Visual questions for 6th graders,189,7,1,False,Scroitter,"Apr 7, 2016 at 23:57"
unanswered,1488405,Number Theory: $\binom{p-1}{k} \equiv (-1)^k \pmod{p}$,169,7,0,False,zibadawa timmy,"Mar 31, 2017 at 8:54"
unanswered,1481661,How to choose the right branch to find the roots.,237,7,1,False,,"Oct 23, 2015 at 6:30"
unanswered,1478663,Can a disconnected surface have a (negative) genus?,1023,7,0,False,c.p.,"Oct 14, 2015 at 6:52"
unanswered,1477743,Atiyah-Singer index theorem,312,7,0,False,A Rock and a Hard Place,"Oct 13, 2015 at 7:34"
unanswered,1474806,Double sum involving $\cos$,334,7,0,False,S -,"Oct 11, 2015 at 14:43"
unanswered,1474285,Application of GRR in number theory,175,7,0,False,Integrand,"Dec 6, 2020 at 16:49"
unanswered,1472370,Random complex orthogonal matrices,274,7,2,False,,"Oct 11, 2015 at 16:30"
unanswered,1465692,Why are split coequalizers &quot;contractible&quot;?,297,7,0,False,Phil Tosteson,"Oct 5, 2015 at 16:55"
unanswered,1465416,Measure of how far a basis is from orthogonality,1888,7,0,False,Tobias,"Oct 5, 2015 at 12:25"
unanswered,1462904,How to compute intersection numbers in practice?,1050,7,0,False,,"Oct 3, 2015 at 19:44"
unanswered,1447312,Analytic function defined in the punctured unit disk real in the unit circle then $f(z)=\overline{f(1/\overline{z})}$,688,7,0,False,,"Sep 24, 2015 at 16:43"
unanswered,1443565,Gauss&#39; &quot;Eureka&quot; theorem,2205,7,0,False,Cloudscape,"Sep 20, 2015 at 14:09"
unanswered,1441712,Response Surface Methodology using Moving Least Squares Method,904,7,0,False,arvindrajan92,"Sep 21, 2015 at 2:41"
unanswered,1440931,"Proof that $\oint_r d(x,N + n) &lt; 0 $?",233,7,0,False,Daniele Tampieri,"Nov 5, 2022 at 12:03"
unanswered,1428814,Combinatorics Locks Question,134,7,0,False,user164403,"Sep 10, 2015 at 0:36"
unanswered,1426371,Space of cadlag functions - Nonexistence of a TVS Polish topology?,1494,7,0,False,Chill2Macht,"Feb 2, 2022 at 3:29"
unanswered,1423479,Riemannian generalization/adaption of the Hubbard–Stratonovich transformation,271,7,0,False,,"Sep 5, 2015 at 23:00"
unanswered,1416242,Probability of an Indisputable winner at Texas Holdem,236,7,2,False,skyking,"Jun 16, 2017 at 11:57"
unanswered,1414851,Different representations of Appell hypergeometric series,138,7,0,False,Bundarenko,"Aug 30, 2015 at 17:39"
unanswered,1413999,Generating a Random Connected Graph,1419,7,0,False,user989,"Aug 29, 2015 at 20:01"
unanswered,1412867,Is there a way to visualize a group?,230,7,0,False,M47145,"Jun 4, 2016 at 19:31"
unanswered,1412458,Uniqueness of the transformation turning random variables into IID uniform,208,7,0,False,,"Dec 4, 2015 at 5:36"
unanswered,1410417,What is the &quot;internal language of a topos&quot;?,2078,7,0,False,BenBarrows,"Aug 26, 2015 at 15:23"
unanswered,1409769,Why is n-th Fr&#233;chet derivative symmetric?,446,7,0,False,Rubertos,"Aug 26, 2015 at 0:18"
unanswered,1409071,Properties of spectra,106,7,0,False,JHF,"Aug 25, 2015 at 12:45"
unanswered,1405173,How to generate a 3D sea wave like pattern at time t?,186,7,0,False,Alex Stone,"Aug 21, 2015 at 19:47"
unanswered,1401765,Infinite Integration in Limits of Integration,165,7,1,False,Nathaniel B,"Jul 4, 2016 at 1:16"
unanswered,1398474,Find a function such that follows to normal in distribution,163,7,1,False,Akerbeltz,"Apr 18, 2018 at 15:53"
unanswered,1397452,Solving a matrix differential equation,194,7,0,False,Benjamin,"Aug 15, 2015 at 16:38"
unanswered,1393993,Counting the size of the largest sets of independent strings,136,7,0,False,,"Aug 25, 2015 at 2:19"
unanswered,1392310,The distance between the origin and all intersections by the diagonals of a regular polygon,204,7,1,False,arax,"Aug 11, 2015 at 20:37"
unanswered,1390762,Where is The third Gisella prime?,254,7,0,False,Michael Hardy,"Aug 9, 2015 at 14:46"
unanswered,1386023,Chern-Gauss-Bonnet theorem for even-dimensional manifolds with boundary,1349,7,0,False,ಠ_ಠ,"Aug 5, 2015 at 23:55"
unanswered,1385190,Lower bound for spectral gap for graph on $n$ vertices,762,7,0,False,felipeh,"Aug 5, 2015 at 9:37"
unanswered,1384500,"Prove that $\mathbb{A} \cap \mathbb{Q}(\sqrt{2},\sqrt{-3})$ is a PID.",341,7,0,False,Batominovski,"Jul 16, 2020 at 15:50"
unanswered,1383423,A Quotient of the Euclidean Group,190,7,0,False,,"Jan 28, 2016 at 19:48"
unanswered,1383292,Is there a polynomial $p$ such that it is bijective and $ p: \mathbb{Q}^n \rightarrow \mathbb{Q}$ for $ n&gt;1$ ??,135,7,0,False,user26857,"Aug 3, 2015 at 18:30"
unanswered,1383105,Theorem 12.13 of Apostol&#39;s Mathematical Analysis (2nd Ed),397,7,0,False,syeh_106,"Aug 3, 2015 at 15:12"
unanswered,1381760,A question on coalgebras(1),191,7,0,False,Ali Taghavi,"Sep 4, 2015 at 21:08"
unanswered,1381346,Rigorous definition of an embedded connected sum.,235,7,0,False,freddy,"Aug 1, 2015 at 18:57"
unanswered,1380222,How to solve this definite Integral containing $E_{1}${.}!,154,7,0,False,Cardinal,"Jul 31, 2015 at 14:03"
unanswered,1379949,What is the group structure on the ring of power series around a point that makes it &quot;the completion of an elliptic curve&quot; along that point?,338,7,0,False,Catherine Ray,"Aug 7, 2015 at 4:31"
unanswered,1373251,Objects Too Big To Care About?,238,7,1,False,Pedro S&#225;nchez Terraf,"Jul 26, 2015 at 13:45"
unanswered,1365763,basic question from vector analysis,766,7,1,False,RSS,"May 4, 2018 at 11:15"
unanswered,1365074,Keplerian orbits and closest approaches to Earth.,239,7,0,False,,"Jul 17, 2015 at 22:39"
unanswered,1358083,Is Risch algorithm learnable by a human being?,864,7,0,False,Red Banana,"Jul 12, 2015 at 3:16"
unanswered,1356605,What categorical property do these forgetful functors have in common?,112,7,0,False,Turion,"Jul 10, 2015 at 16:50"
unanswered,1354149,Errata for Rosen and Ireland&#39;s &quot;A Classical Introduction to Modern Number Theory&quot;?,700,7,0,False,Singley,"Oct 1, 2019 at 9:41"
unanswered,1352345,Nodes of the Dynkin diagram for even-dimensional orthogonal groups,153,7,0,False,Chill2Macht,"Apr 29, 2016 at 18:10"
unanswered,1350361,"If M is compact and N is connected, then locally isometry is symmetric?",277,7,0,False,Renan Mezabarba,"Jul 5, 2015 at 16:25"
unanswered,1348421,Regularity of compactly supported solutions to the divergence equation: $\nabla\cdot \mathbf{v}=g$.,220,7,0,False,,"Feb 21, 2016 at 4:17"
unanswered,1341845,Classical geometry vs. p-adic geometry,1049,7,0,False,Holonomia,"Jun 28, 2015 at 9:03"
unanswered,1340981,What is the significance of having Prime Ideal Theorem in models for failure of Axiom of Choice?,295,7,1,False,Noah Schweber,"Jun 28, 2015 at 18:48"
unanswered,1340257,A derivation of the Euler-Maclaurin formula?,793,7,0,False,user76284,"Jun 28, 2015 at 17:35"
unanswered,1339134,One-to-one correspondance between zeta zeros and the prime powers?,292,7,0,False,,"Jun 29, 2015 at 10:17"
unanswered,1335585,$f$ is continuous $\iff f(\bar A) \subset \overline{f(A)}$,1933,7,0,False,Eugene Zhang,"Jun 22, 2015 at 23:48"
unanswered,1334514,Intuition behind generic point of a scheme?,939,7,0,False,Supersingularity,"Jun 22, 2015 at 4:53"
unanswered,1331397,Exercise 8.1 in Brezis&#39; Functional Analysis,724,7,1,False,user52523,"Dec 10, 2016 at 1:11"
unanswered,1327470,Differences between a quotient map and a continuous function in topology,4315,7,0,False,ಠ_ಠ,"Nov 1, 2016 at 3:49"
unanswered,1322681,"Finding solutions to a symmetric divisibility condition $x\mid p(y),\;y\mid p(x)$",237,7,0,False,Michael L.,"Jul 30, 2017 at 5:15"
unanswered,1320435,Calculating Norms for the Transpose,416,7,0,False,Martin Argerami,"Jun 11, 2015 at 1:23"
unanswered,1319664,Different groups with the same classifying space.,165,7,0,False,Reinhard,"Jun 10, 2015 at 8:44"
unanswered,1318990,Topological issues in large deviation principle,302,7,0,False,Ian,"Oct 21, 2016 at 19:01"
unanswered,1316287,How to intuitively understand prolongations,307,7,0,False,The Amplitwist,Apr 26 at 20:05
unanswered,1314372,What is the likely future of Univalent Foundations?,487,7,0,False,Zev Chonoles,"Jun 6, 2015 at 10:40"
unanswered,1309368,"A runs 7/4 times as fast as B. If A gives B a start of 84m, how far must the winning post be...?",9803,7,1,False,,Apr 16 at 13:00
unanswered,1309272,Product of reduced row-echelon matrices is also reduced row-echelon,1716,7,0,False,Jose Brox,"Nov 4, 2019 at 16:32"
unanswered,1307527,Relationship between twisting sheaves and divisor sheaves,474,7,0,False,Peter Xu,"Jun 1, 2015 at 7:23"
unanswered,1298750,Geometric proof for Sophomore&#39;s dream,344,7,0,False,user153012,"May 25, 2015 at 22:20"
unanswered,1284494,"graph product that commutes with automorphism, and semi direct",224,7,0,False,,"May 18, 2015 at 12:40"
unanswered,1281223,"If I wanted to randomly find someone in an amusement park, would I be faster roaming around or standing still?",159,7,1,False,aes,"May 14, 2015 at 3:13"
unanswered,1280799,Integration Around Part of a Branch Cut,514,7,0,False,William J. Cunningham,"May 14, 2015 at 16:28"
unanswered,1280113,Writing a Series of Equalities and Inequalities across Several Lines,919,7,0,False,mhp,"May 13, 2015 at 14:05"
unanswered,1278063,"Evaluate $\int_0^2 \sqrt[3]{x^2 + 2x - 1} \, dx$",298,7,1,False,JJacquelin,"May 12, 2015 at 8:46"
unanswered,1272060,Connection between possibility of non-monotonic solutions to first-order delay differential equations and 1-d discrete dynamical systems?,182,7,0,False,J W,"May 8, 2015 at 12:29"
unanswered,1260015,Normalizing factor for product of Gaussian densities - interpretation with Bayes theorem,1491,7,0,False,,"May 15, 2015 at 6:07"
unanswered,1256971,Request for counter examples in group theory,399,7,0,False,,"Mar 17, 2020 at 11:57"
unanswered,1253443,General setting of Varadhan&#39;s result for distance functions and heat kernels,1364,7,0,False,user137769,"Apr 27, 2015 at 22:36"
unanswered,1253391,Symmetric kernel of tensor product,620,7,1,False,,"May 4, 2015 at 19:16"
unanswered,1253174,Maps that preserve tensor rank,303,7,0,False,Thibaut Dumont,"Apr 26, 2015 at 19:39"
unanswered,1245032,Is the preimage of the non-normal locus a divisor?,218,7,0,False,Jesko H&#252;ttenhain,"Apr 21, 2015 at 16:36"
unanswered,1235755,Is there an analytic solution for this Fokker-Planck equation?,433,7,1,False,Przemo,"Jun 12, 2019 at 11:01"
unanswered,1234539,"Proof of $\mathcal{O}_{\mathbb{P}^1 \times \mathbb{P}^1}(a,b)$ is ample $\iff$ $a,b &gt;0$.",627,7,1,False,Kristina,"Apr 15, 2015 at 16:08"
unanswered,1224146,Showing that poset of set of supports of a vector space is semimodular,146,7,0,False,Sarah,"Apr 10, 2015 at 2:27"
unanswered,1221121,Eigenvalues of adjugate matrix of a singular matrix,1431,7,0,False,Gabriel Romon,"Apr 5, 2015 at 15:22"
unanswered,1217371,Number of circuits that surround the square.,114,7,0,False,Elias Costa,"Apr 2, 2015 at 15:28"
unanswered,1213129,Application of Implicit Function Theorem in Munkres Analysis on Manifolds,770,7,0,False,positron0802,"Jan 10, 2017 at 20:18"
unanswered,1212408,"A question on the Pell equation $x^2-pqy^2 = -1$, with prime $p,q$.",123,7,0,False,Tito Piezas III,"May 7, 2015 at 15:18"
unanswered,1209985,About the differential notation in measure theory,629,7,0,False,Contactomorph,"Jun 11, 2018 at 9:18"
unanswered,1209827,Local normal form of a (several complex variable) holomorphic map at a point?,382,7,0,False,,"Mar 28, 2015 at 7:10"
unanswered,1192512,Upper bound on the distance of orthogonal matrices,329,7,2,False,Charles F,"Jan 12, 2016 at 20:30"
unanswered,1191837,a subspace of $\mathbb R^3$ with $\pi_1=\mathbb Z_2$,151,7,0,False,pw1822,"Mar 16, 2015 at 3:36"
unanswered,1186961,What do the eigenvalues/vectors of a metric describe?,648,7,0,False,JeremyKun,"Mar 12, 2015 at 15:58"
unanswered,1184671,Is There a de Rham Homology,2115,7,0,False,gaoxinge,"Mar 11, 2015 at 1:27"
unanswered,1179541,A quasi-isomorphism between the total complex of a Cartan-Eilenberg resolution and the complex per se.,1258,7,0,False,Yai0Phah,"Mar 7, 2015 at 15:11"
unanswered,1176119,Clarification of vector valued forms (sections and tensor products),870,7,1,False,Lawrence D&#39;Anna,"Jan 17, 2024 at 17:24"
unanswered,1165063,"Numbers $m,n$, such that $a^m+ab+b^n$ is always composite",173,7,0,False,,"Mar 20, 2020 at 21:49"
unanswered,1163680,Birkhoff representation of a stochastic matrix,342,7,0,False,Rodrigo de Azevedo,"Aug 26, 2019 at 6:46"
unanswered,1161256,Lebesgue Differentiation Type Result,264,7,0,False,Matt Rosenzweig,"Mar 6, 2015 at 21:02"
unanswered,1157311,What is the name for proofs with (without) Axiom of Choice,286,7,0,False,David Perrella,"Mar 26, 2022 at 7:17"
unanswered,1154875,A parabola lemma,193,7,1,False,Mick,"Jun 12, 2015 at 4:32"
unanswered,1154658,Fast search of local positive quadruples on the sphere,103,7,0,False,Ilya Palachev,"Feb 24, 2015 at 9:42"
unanswered,1154401,Reference for Algebraic Categories,388,7,1,False,varkor,"May 20, 2023 at 10:53"
unanswered,1153910,Introduction to differential equations for pure mathematicians,304,7,0,False,Carl,"Feb 18, 2015 at 1:26"
unanswered,1153223,Has this subset-sum game been studied?,261,7,0,False,joriki,"Jul 23, 2015 at 0:52"
unanswered,1153076,Is there a notation for exponentiation analog to capital-sigma notation Σ for addition and capital pi Π notation for multiplications?,1187,7,0,False,mxfh,"Feb 17, 2015 at 15:32"
unanswered,1150545,Using Girsanov theorem to prove density of stopping time,1404,7,0,False,Adam,"Feb 16, 2015 at 14:15"
unanswered,1142237,Geodesics on Homogeneous Spaces,274,7,0,False,Benjamin,"Feb 10, 2015 at 16:20"
unanswered,1140968,An estimator for the c.d.f $F$ at a point $x_0$?,507,7,1,False,Brent Kerby,"Feb 22, 2015 at 3:19"
unanswered,1140111,Probability no two pairs are grouped together twice in a row?,348,7,2,False,R. J. Mathar,"Jun 29, 2023 at 8:44"
unanswered,1127849,Decorating eggs,173,7,0,False,Chris Cave,"Jan 31, 2015 at 17:15"
unanswered,1122859,Can ${n \choose 2}$ points be covered by lines determined by $n$ points?,103,7,0,False,Chao Xu,"Jan 28, 2015 at 18:18"
unanswered,1115451,Can these characterisations of finite dimensionality be proven equivalent without using a basis?,148,7,1,False,Martin Sleziak,"Jun 26, 2019 at 11:01"
unanswered,1113781,Approximation of the exponential,639,7,1,False,,"Dec 7, 2015 at 2:18"
unanswered,1112533,Why is topological group not a popular topic?,186,7,0,False,Math.StackExchange,"Jan 20, 2015 at 20:00"
unanswered,1111872,Applying iterated function on the sum of the squares of the prime factors of $30$,153,7,0,False,Barry Cipra,"Jan 20, 2015 at 12:42"
unanswered,1101054,Existence of classical solution for equation $\Delta u + v(x) u = 0$,266,7,0,False,Andrews,"Mar 7, 2019 at 2:48"
unanswered,1099717,Equiareal Voronoi tessellation,228,7,0,False,,"Jan 11, 2015 at 5:54"
unanswered,1095739,"Question on Proof: when two measures agree on $\pi$-system, then they agree on generated $\sigma$-algbra",1696,7,0,False,Anguepa,"Jul 7, 2017 at 16:15"
unanswered,1092717,Infinite series involving factorials of squares,214,7,0,False,,"Jan 6, 2015 at 6:22"
unanswered,1089638,Harmonic Analysis on the Affine Group,556,7,0,False,,"Jan 5, 2015 at 17:53"
unanswered,1089632,Regarding proof of converse to Girsanovs theorem,376,7,0,False,BCLC,"Jan 31, 2021 at 9:01"
unanswered,1087182,"The equivalent definition of $W_0^{1,\infty}(\Omega)$",643,7,0,False,,"Jan 2, 2015 at 12:51"
unanswered,1085227,Polygons with coincident area and perimeter centroids,673,7,0,False,Joseph O&#39;Rourke,"Jan 1, 2015 at 21:48"
unanswered,1082799,What is the difference between tensor calculus and exterior derivative type concepts?,1778,7,0,False,Stan Shunpike,"Dec 28, 2014 at 7:00"
unanswered,1073078,An a.e.-defined derivative which is not Lebesgue integrable on any interval?,332,7,0,False,,"Dec 18, 2014 at 8:09"
unanswered,1072462,Riemann vs. Ihara&#39;s $\zeta$ Function Variable Question,248,7,0,False,draks ...,"Apr 6, 2017 at 13:43"
unanswered,1068630,Harmonic functions and null recurrence,572,7,0,False,,"Aug 2, 2015 at 1:02"
unanswered,1064765,Approximation of $L^2$ function by smooth functions on a manifold,492,7,1,False,1Rock,"Jan 23, 2022 at 23:55"
unanswered,1059318,Why should the open mapping theorem be expected?,249,7,0,False,Elle Najt,"Dec 9, 2014 at 15:18"
unanswered,1056504,Can quaternions be useful for integrals?,489,7,1,False,Greg Harris,"Dec 8, 2014 at 2:50"
unanswered,1052835,cohomology of finite dimensional grassmannians,251,7,0,False,Shiquan,"Dec 5, 2014 at 10:46"
unanswered,1050319,proving equalities in stochastic calculus,790,7,0,False,,"Dec 4, 2015 at 5:41"
unanswered,1050182,global behavior of an ODE system,155,7,1,False,Artem,"Dec 3, 2014 at 19:39"
unanswered,1049890,how can I find the smallest integer $n$ such that a polynomial divides $x^{n}-1$,286,7,1,False,Robert Cardona,"Dec 24, 2014 at 20:20"
unanswered,1048092,What is the most effective strategy to win at this game?,153,7,1,False,,"Sep 23, 2015 at 23:04"
unanswered,1045547,How many different necklaces can be made from seven black beads and three white beads?,781,7,0,False,Tacet,"Nov 30, 2014 at 22:35"
unanswered,1042679,Localization at a prime and direct limits,934,7,0,False,bfhaha,"Apr 18, 2019 at 19:15"
unanswered,1036732,Can these two indefinite integrals be evaluated in closed form?,244,7,0,False,matimo2,"Dec 11, 2014 at 18:58"
unanswered,1027066,Cardinal of a linearly independent subset of $R$-module,1506,7,0,False,user26857,"Nov 18, 2014 at 10:03"
unanswered,1018322,Prime number building game,435,7,0,False,ploosu2,"Nov 13, 2014 at 15:07"
unanswered,1014564,Minimizing beginning terms of a Fibonacci-like sequence,136,7,0,False,Jon Claus,"Dec 1, 2014 at 15:48"
